specObjID,bestObjID,plate,mjd,fiberID,z,survey,class,subClass,ra,dec,z1,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z
5.255773E+18,1237678860090671335,4668,56211,262,0.1634742,boss,GALAXY,BROADLINE,19.84081,12.87277,0.1634742,20.47345,18.57062,17.46879,17.06079,16.85078,0.1368006,0.1065941,0.07374129,0.05479768,0.04075941,19.62943,17.70711,16.68296,16.26293,15.98077
7.33074E+18,1237663233915879844,6511,56540,22,0.3362429,boss,GALAXY,BROADLINE,0.3751788,27.72969,0.3362429,23.32902,21.80844,20.18007,19.63603,19.16083,0.2205869,0.1718798,0.1189057,0.08835966,0.06572335,22.09151,20.01755,18.31351,17.77992,17.37846
1.182316E+18,1237659119327117478,1050,52721,439,0.03673241,sdss,GALAXY,BROADLINE,227.6351,46.12486,0.03673241,19.15808,17.28316,16.49988,16.0906,15.70511,0.1044004,0.0813481,0.05627624,0.04181928,0.03110586,17.39636,15.60639,14.77612,14.38907,14.07603
7.127585E+17,1237655504569761972,633,52079,232,0.03392462,sdss,GALAXY,BROADLINE,254.4873,39.25533,0.03392462,19.0011,17.03012,16.07984,15.60085,15.27446,0.07581979,0.05907827,0.04087007,0.03037084,0.02259033,17.15099,15.23995,14.37338,13.95611,13.64019
8.614265E+17,1237655109439127727,765,52254,411,0.03640495,sdss,GALAXY,BROADLINE,136.5723,50.0893,0.03640495,19.31476,17.38211,16.518,16.06794,15.66652,0.07490952,0.05836899,0.0403794,0.03000622,0.02231912,17.08953,14.99831,14.11267,13.67221,13.37551
3.547198E+17,1237648720717742498,315,51663,223,0.0391009,sdss,GALAXY,BROADLINE,234.593,-0.4620991,0.0391009,19.27694,17.52734,16.58586,16.16352,15.84846,0.403293,0.3142432,0.217392,0.1615456,0.1201602,17.24487,15.48693,14.7304,14.35455,14.04819
1.525653E+18,1237661850412318924,1355,52823,215,0.0926761,sdss,GALAXY,BROADLINE,232.5474,33.3667,0.0926761,19.68941,17.94587,17.16229,16.78714,16.38445,0.1343735,0.1047029,0.072433,0.05382549,0.04003627,17.94505,16.17167,15.40018,15.05815,14.76348
5.764777E+18,1237679478550298837,5120,55895,618,0.1050349,boss,GALAXY,BROADLINE,15.57836,22.90723,0.1050349,20.97386,18.97662,17.98447,17.56186,17.19648,0.1598663,0.1245667,0.0861747,0.06403704,0.04763179,19.6156,17.57818,16.582,16.13699,15.75996
4.850386E+18,1237678617961431280,4308,55565,32,0.327808,boss,GALAXY,BROADLINE,15.44479,1.805186,0.327808,23.74577,21.39158,19.797,19.30542,18.88633,0.08782896,0.06843573,0.04734352,0.03518131,0.02616843,22.72598,20.24613,18.61891,18.04503,17.65468
7.326336E+18,1237680473369150021,6507,56478,382,0.1216079,boss,GALAXY,BROADLINE,342.9184,29.94924,0.1216079,21.48767,19.51426,18.54645,17.86667,17.35913,0.1948114,0.1517958,0.1050116,0.07803488,0.05804361,19.93909,17.98166,16.93299,16.39851,15.94946
7.331922E+18,1237680332176294117,6512,56567,225,0.5999903,boss,GALAXY,BROADLINE,358.1114,29.59023,0.5999903,22.9573,21.84207,21.06632,20.34011,20.08813,0.2004781,0.1562112,0.1080662,0.08030474,0.05973198,22.16586,21.03096,20.19622,19.36798,19.20221
6.980707E+17,1237651252049739946,620,52375,46,0.1011033,sdss,GALAXY,BROADLINE,241.5877,50.93679,0.1011033,20.7721,18.84572,17.8924,17.45901,17.11091,0.08530299,0.06646751,0.04598191,0.03416949,0.02541582,19.31,17.37066,16.40224,16.00405,15.67022
1.321872E+18,1237659329780449541,1174,52782,240,0.07839801,sdss,GALAXY,BROADLINE,250.1748,35.6056,0.07839801,20.15639,18.29081,17.43333,17.03008,16.60393,0.1052924,0.08204313,0.05675706,0.04217658,0.03137163,19.1401,17.26696,16.34244,15.8934,15.52976
2.485026E+18,1237662696505737260,2207,53558,601,0.1279055,sdss,GALAXY,BROADLINE,249.2448,17.663,0.1279055,20.78741,19.06995,18.06151,17.77214,17.30719,0.2543354,0.1981764,0.1370975,0.1018782,0.07577863,19.31566,17.47502,16.56635,16.17277,15.81495
1.640595E+18,1237661434848346205,1457,53116,579,0.1677074,sdss,GALAXY,BROADLINE,195.4015,47.25863,0.1677074,20.90692,19.31517,18.53409,18.19973,17.95846,0.05644331,0.04398024,0.03042533,0.02260928,0.01681715,19.98746,18.39165,17.53483,17.17867,16.95609
6.101399E+18,1237661949721772208,5419,55983,536,0.2064033,boss,GALAXY,BROADLINE,194.5842,12.14852,0.2064033,21.88702,20.07519,18.73776,18.28545,17.93637,0.1470291,0.1145641,0.0792549,0.05889488,0.04380697,20.97,19.07762,17.72605,17.1673,16.78729
5.180314E+18,1237665329313480793,4601,55589,178,0.3637824,boss,GALAXY,BROADLINE,179.572,31.57732,0.3637824,22.47945,21.34121,19.71438,19.13708,18.78633,0.09023851,0.07031324,0.04864237,0.0361465,0.02688635,21.67432,20.40015,18.75419,18.16646,17.82988
6.109378E+18,1237671955903939105,5426,55987,889,0.518495,boss,GALAXY,BROADLINE,199.9922,10.32754,0.518495,22.84007,22.37784,21.10884,20.29441,19.76728,0.08702715,0.06781097,0.04691131,0.03486013,0.02592953,22.38474,21.61976,20.2731,19.48628,19.10962
6.925564E+18,1237678859544494266,6151,56265,557,0.1977172,boss,GALAXY,BROADLINE,357.9651,12.69906,0.1977172,22.48005,20.28162,18.95661,18.43314,18.09443,0.1808832,0.1409429,0.09750367,0.07245567,0.05389371,21.23012,18.86094,17.51056,16.98058,16.61362
3.750281E+17,1237650762929209409,333,52313,376,0.2009473,sdss,GALAXY,BROADLINE,184.0312,-1.459993,0.2009473,21.64088,19.52032,18.21955,17.74497,17.45219,0.09334494,0.07273374,0.05031687,0.03739083,0.02781191,20.59348,18.50682,17.36691,16.90196,16.5633
1.057259E+18,1237657873792696412,939,52636,142,0.06329908,sdss,GALAXY,BROADLINE,142.2248,40.88888,0.06329908,19.32734,17.4012,16.68123,16.26254,15.93861,0.05071879,0.03951974,0.02733957,0.02031623,0.01511154,18.04034,16.16218,15.33292,14.94307,14.64529
1.077589E+18,1237658312942813237,957,52398,375,0.04059878,sdss,GALAXY,BROADLINE,193.0227,60.5295,0.04059878,18.60299,16.93388,16.07052,15.72305,15.31601,0.06496172,0.05061773,0.03501711,0.02602147,0.01935519,16.82961,15.13869,14.38117,13.97933,13.68921
9.312952E+17,1237657776614342876,827,52312,640,0.121824,sdss,GALAXY,BROADLINE,128.8161,37.5,0.121824,21.2851,19.37822,18.6374,18.19548,17.7009,0.1688948,0.1316017,0.09104143,0.06765354,0.0503218,20.22789,18.34303,17.44048,17.03268,16.68509
2.030173E+18,1237661971731972311,1803,54152,637,0.1684933,sdss,GALAXY,BROADLINE,206.9441,7.057046,0.1684933,21.3898,19.79382,18.59558,17.97556,17.71379,0.1161876,0.0905326,0.06263003,0.04654083,0.03461782,20.1992,18.47191,17.26694,16.77435,16.42216
2.182125E+18,1237664093440442541,1938,53379,477,0.1130653,sdss,GALAXY,BROADLINE,139.7458,30.71784,0.1130653,21.2354,19.08403,18.05208,17.6545,17.34458,0.09164596,0.07140991,0.04940104,0.03671027,0.0273057,19.98882,17.91575,16.87853,16.46614,16.13066
2.919528E+18,1237671262820368877,2593,54175,252,0.4032215,sdss,GALAXY,BROADLINE,158.7338,17.0418,0.4032215,24.38389,22.28744,20.34701,19.58772,19.30935,0.1381099,0.1076143,0.07444707,0.05532215,0.04114951,25.87638,20.14345,18.4345,17.79096,17.37083
2.916113E+18,1237671260134703366,2590,54175,117,0.3979223,sdss,GALAXY,BROADLINE,156.0571,14.52392,0.3979223,23.59843,21.61429,19.90651,19.3787,18.70551,0.1722554,0.1342202,0.09285291,0.06899966,0.05132307,22.55894,20.1568,18.59092,17.87873,17.37204
2.917336E+18,1237668289621196924,2591,54140,471,0.0805474,sdss,GALAXY,BROADLINE,156.7996,18.05978,0.0805474,20.39448,18.59061,17.72315,17.38472,17.09152,0.1013438,0.07896642,0.0546286,0.04059491,0.03019515,18.85412,16.82551,15.9853,15.60191,15.30992
