specObjID,bestObjID,plate,mjd,fiberID,z,survey,class,subClass,ra,dec,z1,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z
8.63364E+18,1237678542237728911,7668,57579,870,0.4349853,eboss,GALAXY,STARBURST BROADLINE,354.5059,25.46888,0.4349853,21.70515,21.26327,20.61474,20.1277,19.65444,0.216982,0.1690709,0.1169625,0.08691565,0.06464928,21.4557,21.08801,20.45433,19.99173,19.45977
2.382491E+18,1237665329323901094,2116,53854,315,0.2203982,sdss,GALAXY,STARBURST BROADLINE,207.3219,29.76758,0.2203982,19.28582,18.55825,18.19905,17.99647,17.8633,0.06031581,0.04699767,0.03251277,0.02416047,0.01797095,18.767,18.01668,17.52314,17.21687,17.11336
6.545012E+18,1237657633260765464,5813,56363,566,0.4525678,boss,GALAXY,STARBURST BROADLINE,138.9448,47.02014,0.4525678,22.45978,21.75519,20.86571,20.59957,20.15514,0.08346017,0.0650316,0.04498856,0.03343132,0.02486676,21.55516,20.75477,19.77845,19.38601,18.97224
1.996373E+18,1237662530060091546,1773,53112,555,0.3469323,sdss,GALAXY,STARBURST BROADLINE,199.9954,14.6861,0.3469323,20.51328,19.92104,19.07489,18.80307,18.37688,0.1146529,0.08933675,0.06180275,0.04592606,0.03416055,19.79975,19.12592,18.28198,17.95285,17.52625
3.187452E+17,1237671142554927228,283,51959,420,0.2450908,sdss,GALAXY,STARBURST BROADLINE,175.5142,0.8599603,0.2450908,19.89079,19.3244,18.83785,18.51367,18.45213,0.1038033,0.08088281,0.05595436,0.04158008,0.03092794,19.03454,18.38407,17.9553,17.63026,17.48681
1.852225E+18,1237662662671007913,1645,53172,435,0.2359074,sdss,GALAXY,STARBURST BROADLINE,218.1648,35.0309,0.2359074,20.56137,19.85614,19.4146,18.8982,18.74655,0.05891452,0.04590579,0.03175742,0.02359916,0.01755344,19.681,18.92652,18.39291,17.87214,17.72753
2.250701E+18,1237665227842256993,1999,53503,99,0.1499619,sdss,GALAXY,STARBURST BROADLINE,184.7928,33.30397,0.1499619,19.91284,19.10013,18.62424,18.24689,17.95519,0.06542408,0.050978,0.03526635,0.02620668,0.01949295,19.10908,18.12827,17.56429,17.08363,16.86485
2.487161E+18,1237665429185823153,2209,53907,175,0.3440975,sdss,GALAXY,STARBURST BROADLINE,248.17,14.84472,0.3440975,20.4321,19.84328,19.08461,18.81877,18.39807,0.2769833,0.2158235,0.1493057,0.1109501,0.0825265,19.71781,19.14803,18.34918,18.07332,17.70823
1.801457E+18,1237661949170155593,1600,53090,61,0.1363458,sdss,GALAXY,STARBURST BROADLINE,160.1215,10.88842,0.1363458,20.26117,18.78725,17.95615,17.3543,17.22954,0.1361343,0.106075,0.07338216,0.05453081,0.0405609,19.12391,17.63566,16.86004,16.30424,16.1053
3.248303E+18,1237658300609396890,2885,54497,298,0.1548031,sdss,GALAXY,STARBURST BROADLINE,162.1995,7.944896,0.1548031,19.51654,18.82107,18.37554,17.87916,17.68988,0.1072195,0.08354474,0.05779586,0.04294852,0.03194581,19.06782,18.34202,17.84838,17.38387,17.25198
4.609583E+18,1237656240620699945,4094,55481,543,0.4733872,boss,GALAXY,STARBURST BROADLINE,326.2667,10.69861,0.4733872,23.21503,22.46243,21.39402,20.60445,19.86717,0.3016474,0.2350416,0.1626007,0.1208298,0.08987514,22.77858,21.22196,20.12705,19.2627,18.76419
5.833391E+18,1237664092899967424,5181,56298,375,0.4877666,boss,GALAXY,STARBURST BROADLINE,131.7137,26.30356,0.4877666,23.27425,22.32889,20.95242,20.12889,19.79023,0.2013983,0.1569282,0.1085622,0.08067337,0.06000616,21.67348,21.00212,19.4996,18.71719,18.34391
1.136098E+18,1237657590853009544,1009,52644,237,0.1272561,sdss,GALAXY,STARBURST BROADLINE,157.3563,52.08426,0.1272561,19.63731,18.71824,18.38317,17.77882,17.49684,0.08047792,0.06270785,0.043381,0.03223673,0.02397821,17.95795,16.7518,16.1409,15.68006,15.39476
2.382418E+18,1237665328787751097,2116,53854,51,0.1087586,sdss,GALAXY,STARBURST BROADLINE,209.0416,29.09308,0.1087586,21.32928,19.39271,18.44521,17.75778,17.38182,0.05306954,0.04135143,0.02860673,0.02125786,0.01581194,20.35694,18.21898,17.23697,16.50529,16.22241
5.273831E+18,1237657608038318433,4684,56226,421,0.499783,boss,GALAXY,STARBURST BROADLINE,131.5923,43.16119,0.499783,21.6266,21.46645,20.83695,19.87609,20.55313,0.1079421,0.08410777,0.05818537,0.04323796,0.0321611,21.34415,21.09639,20.41796,19.48963,20.11624
5.652125E+18,1237680297268019748,5020,55852,390,0.2301718,boss,GALAXY,STARBURST BROADLINE,328.4035,17.69548,0.2301718,20.93795,19.78572,18.75535,18.21276,17.90608,0.488747,0.3808284,0.2634553,0.1957755,0.145621,19.04361,17.75226,16.71777,16.18692,15.97042
7.471482E+18,1237661850397049112,6636,56367,38,0.5037383,boss,GALAXY,STARBURST BROADLINE,189.3005,44.31116,0.5037383,21.86328,21.4351,20.67446,20.37519,20.01657,0.1059674,0.08256911,0.05712093,0.04244697,0.03157275,21.64374,20.90108,20.07322,19.74357,19.40167
1.977162E+18,1237671122680546152,1756,53080,296,0.2696264,sdss,GALAXY,STARBURST BROADLINE,121.1714,6.649616,0.2696264,19.74423,19.06626,18.46368,18.184,17.80252,0.1247813,0.09722877,0.06726241,0.04998318,0.0371783,19.06474,18.23822,17.58253,17.2954,16.9222
7.611087E+17,1237660024496783585,676,52178,1,0.3413967,sdss,GALAXY,STARBURST BROADLINE,344.1001,-1.150319,0.3413967,21.5952,20.82374,20.02353,19.67073,19.13978,0.2423907,0.1888692,0.1306588,0.09709351,0.07221973,20.78128,19.85821,18.9767,18.71378,18.24515
1.960345E+18,1237664132084465769,1741,53052,558,0.1792482,sdss,GALAXY,STARBURST BROADLINE,143.8528,11.68354,0.1792482,21.57702,20.03311,19.04595,18.37771,18.04238,0.1168739,0.09106733,0.06299996,0.04681572,0.0348223,20.48063,18.70369,17.7149,17.16792,16.77841
5.619533E+17,1237674479196635327,499,51988,470,0.3574333,sdss,GALAXY,STARBURST BROADLINE,216.6803,64.62137,0.3574333,21.18565,20.57597,19.62619,19.30297,18.87736,0.1270852,0.09902393,0.0685043,0.05090603,0.03786474,20.4355,19.68698,18.66281,18.2885,17.91203
1.531275E+18,1237661850923696429,1360,53033,186,0.1897434,sdss,GALAXY,STARBURST BROADLINE,157.5295,41.3982,0.1897434,20.13305,19.69973,19.24406,19.02327,19.2028,0.04640545,0.03615882,0.0250145,0.01858846,0.0138264,19.82945,19.31429,18.85823,18.64307,18.7247
7.234E+18,1237667537473765428,6425,56298,337,0.4648449,boss,GALAXY,STARBURST BROADLINE,157.991,22.25038,0.4648449,23.30304,22.6373,21.43225,20.72846,20.1832,0.1137228,0.08861203,0.06130139,0.04555351,0.03388344,22.61964,21.46525,20.19799,19.45272,18.9492
8.204615E+18,1237654657385300213,7287,57042,661,0.4009683,boss,GALAXY,STARBURST BROADLINE,145.7629,53.79779,0.4009683,21.84977,21.48976,20.77532,20.40254,19.63615,0.05562601,0.04334341,0.02998477,0.0222819,0.01657364,21.63191,21.13262,20.33981,19.9765,19.27291
4.460032E+17,1237666340799643767,396,51816,534,0.2536669,sdss,GALAXY,STARBURST BROADLINE,16.70578,1.056224,0.2536669,20.55433,19.98967,19.42506,18.91763,18.56001,0.09770499,0.07613107,0.05266712,0.03913732,0.02911097,18.74233,18.03067,17.39085,16.95731,16.60163
7.848617E+17,1237657071693660258,697,52226,398,0.2556154,sdss,GALAXY,STARBURST BROADLINE,22.07728,0.7301332,0.2556154,20.55906,19.39153,18.53765,18.13124,17.74845,0.1124765,0.08764093,0.06062959,0.04505429,0.03351211,19.66251,18.53647,17.67842,17.2592,16.93774
7.111259E+18,1237654948378837452,6316,56483,271,0.4330907,boss,GALAXY,STARBURST BROADLINE,243.4884,50.26374,0.4330907,25.72434,22.29018,20.94328,20.19522,19.54817,0.07751098,0.06039603,0.0417817,0.03104828,0.02309421,26.93507,21.3616,19.92731,19.17478,18.6011
1.919735E+18,1237661949192503482,1705,53848,276,0.3575155,sdss,GALAXY,STARBURST BROADLINE,212.2236,10.71947,0.3575155,20.81647,20.23063,19.28107,18.93363,18.42469,0.09343041,0.07280034,0.05036294,0.03742506,0.02783737,20.40664,19.73106,18.72872,18.34729,17.89648
2.846393E+18,1237668272989667938,2528,54571,431,0.2716073,sdss,GALAXY,STARBURST BROADLINE,243.097,11.59213,0.2716073,23.96453,21.7247,20.25313,19.56025,18.88554,0.2412184,0.1879557,0.1300269,0.09662393,0.07187045,21.32715,19.57061,18.14147,17.44796,16.95348
4.793219E+18,1237678622247027072,4257,55480,955,0.4418504,boss,GALAXY,STARBURST BROADLINE,44.98696,3.328192,0.4418504,23.76131,22.47962,21.22293,20.39075,19.81389,0.386962,0.3015181,0.2085889,0.1550039,0.1152944,23.4541,20.73127,19.36559,18.62766,18.18655
2.379188E+18,1237664818747080797,2113,53468,588,0.1045253,sdss,GALAXY,STARBURST BROADLINE,172.8415,36.74317,0.1045253,19.70362,18.60794,17.9463,17.44154,17.37182,0.1252273,0.0975763,0.06750283,0.05016184,0.03731119,18.51443,17.34349,16.6734,16.15467,16.01807
2.514184E+18,1237667442971312236,2233,53845,181,0.1327979,sdss,GALAXY,STARBURST BROADLINE,185.5501,27.43381,0.1327979,21.62538,20.06855,19.24763,18.6474,18.70528,0.09835534,0.07663781,0.05301768,0.03939782,0.02930474,20.0238,18.49476,17.62766,17.14228,17.05243
7.314104E+18,1237665228386927184,6496,56363,940,0.4573309,boss,GALAXY,STARBURST BROADLINE,205.9918,31.82116,0.4573309,23.4813,22.73126,21.08974,20.29026,19.85894,0.08444599,0.06579974,0.04551996,0.03382621,0.02516048,22.4712,21.73798,20.22929,19.46891,18.84724
2.22141E+18,1237664667899920734,1973,53432,34,0.3804246,sdss,GALAXY,STARBURST BROADLINE,159.7178,36.61554,0.3804246,21.06161,20.61625,19.95035,19.64712,19.18013,0.06982908,0.05441035,0.03764083,0.02797117,0.02080541,20.84051,20.29371,19.68638,19.36537,18.84104
5.00017E+18,1237658191612871129,4441,55532,177,0.4697465,boss,GALAXY,STARBURST BROADLINE,130.1888,33.95249,0.4697465,22.90934,22.55395,21.36772,20.57403,19.77852,0.1390885,0.1083768,0.07497456,0.05571413,0.04144108,22.33932,22.03652,20.64313,19.82408,19.09638
5.062113E+18,1237667292110324800,4496,55544,244,0.4644572,boss,GALAXY,STARBURST BROADLINE,127.4369,14.78377,0.4644572,23.10012,22.36862,20.99974,20.4033,19.94668,0.1527176,0.1189965,0.08232126,0.06117351,0.04550185,22.47194,21.61401,20.31751,19.51247,19.12846
5.186152E+18,1237657402417021351,4606,56223,936,0.5369504,boss,GALAXY,STARBURST BROADLINE,132.2359,41.80492,0.5369504,22.65945,21.82377,20.85459,20.1233,19.62743,0.1279553,0.09970191,0.06897332,0.05125457,0.03812398,22.19543,21.28132,20.17692,19.41498,18.98062
7.302726E+18,1237665428627521727,6486,56328,508,0.2002577,boss,GALAXY,STARBURST BROADLINE,197.1431,29.44118,0.2002577,20.55027,20.27003,19.99218,19.76495,19.95463,0.04620158,0.03599996,0.0249046,0.01850679,0.01376565,20.2021,19.90025,19.58645,19.28133,19.49885
7.607785E+18,1237658800969024195,6757,56416,287,0.1030032,boss,GALAXY,STARBURST BROADLINE,203.3261,52.73796,0.1030032,23.15312,21.11655,20.30395,19.4373,19.53523,0.05700512,0.044418,0.03072817,0.02283432,0.01698454,22.78212,20.54571,19.79097,18.92189,18.99194
1.763277E+18,1237666301092823349,1566,53003,429,0.2459017,sdss,GALAXY,STARBURST BROADLINE,51.16719,0.381181,0.2459017,22.24482,20.84488,19.89057,19.23936,18.75751,0.7352371,0.5728917,0.3963239,0.2945111,0.2190621,21.13017,19.45606,18.50535,18.00329,17.66423
7.521045E+17,1237653500432023951,668,52162,12,0.3061689,sdss,GALAXY,STARBURST BROADLINE,35.69561,-9.646887,0.3061689,22.73489,21.41463,20.2546,19.73273,19.10473,0.1070621,0.08342206,0.05771099,0.04288545,0.0318989,22.06445,20.75535,19.54529,19.06196,18.5035
9.864621E+17,1237657856605814848,876,52669,632,0.2221484,sdss,GALAXY,STARBURST BROADLINE,165.1552,50.78377,0.2221484,19.28279,18.5812,18.38419,18.00268,18.00794,0.05825544,0.04539224,0.03140214,0.02333516,0.01735707,18.88468,18.27813,17.88358,17.52292,17.53979
1.370316E+18,1237660637066428553,1217,52672,349,0.2234275,sdss,GALAXY,STARBURST BROADLINE,148.3309,42.48674,0.2234275,21.18029,20.19283,19.09158,18.96991,18.83644,0.04803789,0.0374308,0.02589445,0.01924235,0.01431278,20.75581,19.7285,18.65172,18.52233,18.40962
1.452521E+18,1237662498389360895,1290,52734,402,0.276436,sdss,GALAXY,STARBURST BROADLINE,223.3566,44.2877,0.276436,21.65873,20.68579,20.01632,19.74499,19.05312,0.1130359,0.08807683,0.06093114,0.04527837,0.03367879,20.98318,19.97581,19.20488,18.93896,18.40741
7.488137E+17,1237652901833867401,665,52168,328,0.153415,sdss,GALAXY,STARBURST BROADLINE,27.82188,-8.31778,0.153415,18.88462,18.27808,17.81781,17.49398,17.36898,0.1103179,0.08595893,0.05946599,0.0441896,0.03286895,18.27363,17.60498,17.14417,16.80249,16.68701
9.830011E+17,1237657630594105603,873,52674,329,0.2225352,sdss,GALAXY,STARBURST BROADLINE,153.2804,48.99801,0.2225352,20.57495,19.63674,18.96814,18.43012,18.15501,0.05694923,0.04437445,0.03069804,0.02281194,0.01696789,19.30778,18.23484,17.42735,16.9196,16.70397
1.055087E+18,1237658201276219603,937,52707,431,0.094186,sdss,GALAXY,STARBURST BROADLINE,136.9778,39.40551,0.094186,19.97149,19.19962,18.54687,18.02259,17.81473,0.08402773,0.06547384,0.0452945,0.03365866,0.02503586,17.02817,15.87667,15.1888,14.75338,14.50097
2.416321E+18,1237665103288860819,2146,54230,509,0.1510114,sdss,GALAXY,STARBURST BROADLINE,224.8538,29.01009,0.1510114,20.07291,19.31884,18.7856,18.55497,18.37291,0.08317579,0.06481002,0.04483527,0.03331741,0.02478203,18.8849,18.02221,17.42399,17.02659,16.86028
7.252047E+18,1237667254545940845,6441,56364,458,0.331212,boss,GALAXY,STARBURST BROADLINE,167.3015,29.07301,0.331212,22.1469,21.1075,20.18495,19.66543,19.16824,0.09714349,0.07569356,0.05236445,0.0389124,0.02894368,21.83094,20.68096,19.64618,19.17143,18.67713
9.895593E+18,1237666338115879196,8789,57358,210,0.3441902,eboss,GALAXY,STARBURST BROADLINE,18.11308,-0.870665,0.3441902,21.94374,21.29148,20.42413,20.15509,19.51795,0.1444121,0.1125249,0.07784423,0.05784661,0.04302725,20.95757,19.86937,18.93961,18.60645,18.16453
4.336054E+17,1237666408440332564,385,51783,487,0.2767198,sdss,GALAXY,STARBURST BROADLINE,355.2787,0.3092698,0.2767198,21.55879,20.41502,19.70641,19.25683,18.47594,0.1198074,0.09335308,0.06458123,0.04799077,0.03569632,19.57154,18.2429,17.23293,16.79851,16.31115
1.567383E+18,1237662340012638341,1392,52822,474,0.09352747,sdss,GALAXY,STARBURST BROADLINE,239.7103,27.39007,0.09352747,18.53175,17.53247,17.45464,17.04798,16.77957,0.1779724,0.1386749,0.09593464,0.07128972,0.05302645,16.87955,15.96633,15.51171,15.0443,14.91798
6.012388E+18,1237671260134965453,5340,56011,300,0.3222337,boss,GALAXY,STARBURST BROADLINE,156.6237,14.61521,0.3222337,21.59991,20.88736,20.3309,20.08042,19.36592,0.1678205,0.1307646,0.09046236,0.06722323,0.05000173,20.93769,20.10003,19.27972,18.99724,18.53325
6.517916E+18,1237667253462500084,5789,56246,297,0.5390932,boss,GALAXY,STARBURST BROADLINE,143.5994,22.82916,0.5390932,23.86922,22.24475,21.20798,20.50414,19.97417,0.1397683,0.1089065,0.075341,0.05598644,0.04164362,23.68342,21.59622,20.4578,19.7032,19.32522
6.817403E+18,1237661433243238788,6055,56102,286,0.4863162,boss,GALAXY,STARBURST BROADLINE,212.5314,43.13763,0.4863162,21.6993,21.37497,20.68798,20.50925,19.92953,0.03641371,0.02837332,0.01962853,0.0145861,0.01084938,21.35288,20.68387,19.92921,19.60229,19.12651
9.239196E+18,1237659133279404297,8206,57424,225,0.4540971,eboss,GALAXY,STARBURST BROADLINE,206.7491,53.6675,0.4540971,21.65412,21.23007,20.36262,20.07531,19.61458,0.05449302,0.04246059,0.02937404,0.02182806,0.01623607,21.31342,20.90705,20.02468,19.67072,19.20454
6.611413E+18,1237667549266706510,5872,56027,469,0.4164741,boss,GALAXY,STARBURST BROADLINE,153.7347,20.76404,0.4164741,22.00716,21.39936,21.0565,19.9572,19.93359,0.091739,0.07148241,0.04945119,0.03674754,0.02733342,21.54106,20.74944,20.32341,19.1607,19.28282
3.199241E+17,1237648722304041037,284,51943,613,0.2088553,sdss,GALAXY,STARBURST BROADLINE,178.9485,0.8144463,0.2088553,19.89347,19.38507,18.64576,18.26011,18.18435,0.07136169,0.05560455,0.03846697,0.02858508,0.02126205,19.43642,18.8134,18.02523,17.61543,17.50153
5.991057E+18,1237661068709855843,5321,55945,523,0.5568234,boss,GALAXY,STARBURST BROADLINE,146.4664,11.19775,0.5568234,23.93432,22.21687,21.22309,20.395,19.83453,0.1061484,0.0827101,0.05721847,0.04251945,0.03162666,22.37718,20.9962,19.75944,19.05617,18.51931
7.680913E+18,1237651250965774840,6822,56711,87,0.5437283,boss,GALAXY,STARBURST BROADLINE,204.1788,63.67852,0.5437283,22.23933,21.78241,20.75535,20.05445,19.71824,0.0781957,0.06092956,0.04215078,0.03132255,0.02329822,21.58432,21.0701,19.95221,19.24903,18.95033
3.110923E+18,1237668271906553962,2763,54507,224,0.0541537,sdss,GALAXY,STARBURST BROADLINE,221.5624,16.09588,0.0541537,18.00712,16.94332,16.50611,16.15725,15.91631,0.09380767,0.07309431,0.0505663,0.03757618,0.02794977,16.60075,15.33415,14.77072,14.40468,14.16359
4.901082E+18,1237657065793716884,4353,55532,144,0.3895815,boss,GALAXY,STARBURST BROADLINE,19.84479,-2.920385,0.3895815,23.51448,21.98351,20.63842,20.13572,19.42511,0.1886314,0.1469803,0.1016803,0.07555934,0.05620227,21.36456,19.80939,18.30128,17.67864,17.13149
1.801469E+18,1237660669820076229,1600,53090,105,0.2038895,sdss,GALAXY,STARBURST BROADLINE,159.9924,10.95278,0.2038895,21.45839,20.27941,19.54818,18.95681,18.54347,0.138176,0.1076658,0.07448272,0.05534864,0.04116922,19.69819,18.39198,17.50456,16.96598,16.74368
3.113192E+18,1237668350824808628,2765,54535,287,0.1622026,sdss,GALAXY,STARBURST BROADLINE,225.6331,14.35982,0.1622026,20.26207,18.82003,18.06859,17.54618,17.27467,0.1177664,0.09176281,0.06348109,0.04717325,0.03508823,19.23272,17.71632,17.04425,16.60929,16.39665
4.308959E+18,1237650797293797897,3827,55565,509,0.4288589,boss,GALAXY,STARBURST BROADLINE,146.3171,1.002748,0.4288589,23.73579,22.93297,21.81596,20.86083,19.98679,0.6246783,0.4867451,0.336728,0.250225,0.1861214,20.70681,21.03396,19.7942,19.02519,18.37748
5.280596E+18,1237661852535423335,4690,55653,455,0.3902125,boss,GALAXY,STARBURST BROADLINE,160.2154,43.48078,0.3902125,23.27684,21.46759,20.88949,19.99102,19.91017,0.04877993,0.038009,0.02629445,0.01953959,0.01453387,23.09611,20.77553,20.05165,19.24945,19.17481
6.154183E+18,1237668349211574636,5466,56033,49,0.4685411,boss,GALAXY,STARBURST BROADLINE,219.2767,14.18431,0.4685411,21.73145,21.28359,20.59481,20.27421,19.67836,0.08634194,0.06727706,0.04654196,0.03458566,0.02572538,21.0971,20.36041,19.43144,19.10923,18.747
7.329906E+17,1237652946916212865,651,52141,108,0.1566361,sdss,GALAXY,STARBURST BROADLINE,2.710492,-10.54634,0.1566361,21.01814,19.83916,19.26554,18.90785,18.46804,0.1528152,0.1190726,0.08237386,0.06121261,0.04553093,19.1915,17.97918,17.24957,16.82495,16.5491
1.835262E+18,1237649962456449220,1630,54476,163,0.2421686,sdss,GALAXY,STARBURST BROADLINE,52.94164,-6.9019,0.2421686,22.33323,20.8105,19.72863,19.12259,18.69173,0.1944257,0.1514952,0.1048037,0.07788038,0.0579287,21.50069,19.83241,18.71162,18.08075,17.78149
9.569176E+18,1237661152456344163,8499,57431,556,0.4641335,eboss,GALAXY,STARBURST BROADLINE,210.0689,48.22682,0.4641335,24.28819,22.77107,20.96945,20.19188,19.6207,0.05890208,0.04589611,0.03175071,0.02359418,0.01754974,23.69469,21.68779,19.94015,19.19085,18.60505
1.080649E+19,1237665128524612384,9598,58085,359,0.4835512,eboss,GALAXY,STARBURST BROADLINE,135.1391,24.38946,0.4835512,22.89828,22.50273,22.23763,21.85033,21.93798,0.1397945,0.1089269,0.07535514,0.05599695,0.04165144,22.00764,21.26124,20.91992,20.50745,21.29546
